Product,"Master Class",Collection,Description,"UPC Code","Inner Quantity","Outer Quantity","2026 Broken Carton Price","2026 Full Carton Price","2026 List Price"
BF16-2-WB,"Carved Wood",,"3-1/2"" Round x 4-1/2"" Tulip Bun Foot with Cove Groove, Species:  White Birch",843512069017,0.00000,27.00000,$17.30,$17.30,$28.83
BF16-3-6-ALD,"Carved Wood",,"4"" Round x 6"" Contemporary Cove Bun Foot, Species:Alder",843512067112,0.00000,27.00000,$17.91,$17.91,$29.84
BF16-3-6-CH,"Carved Wood",,"*NRB* 4"" Round x 6"" Contemporary Cove Bun Foot, Species:Cherry",843512067129,0.00000,27.00000,$23.89,$23.89,$39.82
BF16-3-6-HMP,"Carved Wood",,"4"" Round x 6"" Contemporary Cove Bun Foot, Species:Hard Maple",843512067136,0.00000,27.00000,$22.92,$22.92,$38.20
BF16-3-6-RW,"Carved Wood",,"4"" Round x 6"" Contemporary Cove Bun Foot, Species:  Rubberwood",843512067143,0.00000,27.00000,$14.43,$14.43,$24.05
BF16-3-6-WB,"Carved Wood",,"4"" Round x 6"" Contemporary Cove Bun Foot, Species:White Birch",843512067150,0.00000,27.00000,$15.52,$15.52,$25.87
BF16-3-8-ALD,"Carved Wood",,"4"" Round x 8"" Contemporary Cove Bun Foot, Species:Alder",843512067167,0.00000,27.00000,$22.75,$22.75,$37.91
BF16-3-8-CH,"Carved Wood",,"*NRB* 4"" Round x 8"" Contemporary Cove Bun Foot, Species:Cherry",843512067174,0.00000,27.00000,$30.79,$30.79,$51.32
BF16-3-8-HMP,"Carved Wood",,"4"" Round x 8"" Contemporary Cove Bun Foot, Species:Hard Maple",843512067181,0.00000,27.00000,$29.66,$29.66,$49.43
BF16-3-8-RW,"Carved Wood",,"4"" Round x 8"" Contemporary Cove Bun Foot, Species:Rubberwood",843512067198,0.00000,27.00000,$18.64,$18.64,$31.06
BF16-3-8-WB,"Carved Wood",,"4"" Round x 8"" Contemporary Cove Bun Foot, Species:White Birch",843512067204,0.00000,27.00000,$20.49,$20.49,$34.14
BF30MP,"Carved Wood",,"Bun Foot 5"" x 3"" Species: Maple",843512011429,0.00000,36.00000,$20.64,$20.64,$34.40
BF30RW,"Carved Wood",,"Bun Foot5"" x 3"" Species: Rubberwood",843512011443,0.00000,36.00000,$8.32,$8.32,$13.86
BF32ALD,"Carved Wood",,"Shaker Style Sloped Bun Foot.3-1/2"" x 4-1/2"".Species: Alder",843512030857,0.00000,40.00000,$25.21,$25.21,$42.02
BF32MP,"Carved Wood",,"Shaker Style Sloped Bun Foot.3-1/2"" x 4-1/2"".Species: Maple",843512030864,0.00000,40.00000,$32.15,$32.15,$53.58
BF32RW,"Carved Wood",,"Shaker Style Sloped Bun Foot.3-1/2"" x 4-1/2"".Species: Rubberwood",843512030871,0.00000,40.00000,$17.15,$17.15,$28.59
BF32WO,"Carved Wood",,"Shaker Style Sloped Bun Foot. 3-1/2"" x 4-1/2"". Species: White Oak",196734059985,0.00000,40.00000,$33.92,$33.92,$56.54
BF33ALD,"Carved Wood",,"Shaker Style Bun Foot.3-1/2"" x 4-1/2"".Species: Alder",843512030888,0.00000,25.00000,$26.12,$26.12,$43.53
BF33MP,"Carved Wood",,"Shaker Style Bun Foot.3-1/2"" x 4-1/2"".Species: Maple",843512030895,0.00000,25.00000,$32.79,$32.79,$54.64
