Product,"Master Class",Collection,Description,"UPC Code","Inner Quantity","Outer Quantity","2026 Broken Carton Price","2026 Full Carton Price","2026 List Price"
K3833BORB-6,"Decorative Hardware",,"6-pack of 3-11/16"" Overall Length Cup Pulls.  Holes are 3"" center-to-center.  Packaged with (12) 8/32"" x 1"" and (12) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512066160,4.00000,24.00000,$16.90,$16.90,$37.56
K3833MB-2,"Decorative Hardware",,"2-pack of 3-11/16"" Overall Length Small Cup Cabinet Pulls. Holes are 3"" center-to-center. Packaged with (4) 8/32"" x 1"" and (4) 1-3/4"" breakaway screws. Matte Black Finish.",840002556187,4.00000,24.00000,$7.94,$7.94,$17.64
K3833MB-6,"Decorative Hardware",,"6-pack of 3-11/16"" Overall Length Small Cup Cabinet Pulls. Holes are 3"" center-to-center. Packaged with  (12) 8/32"" x 1"" and (12) 1-3/4"" breakaway screws. Matte Black Finish.",840002556200,4.00000,24.00000,$19.23,$19.23,$42.73
K3833PC-2,"Decorative Hardware",,"2-pack of 3-11/16"" Overall Length Cup Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8/32"" x 1""  and (4) 1-3/4"" breakaway screws.  Polished Chrome Finish.",843512070204,4.00000,24.00000,$7.27,$7.27,$16.16
K3833PC-6,"Decorative Hardware",,"6-pack of 3-11/16"" Overall Length Cup Pulls.  Holes are 3"" center-to-center.  Packaged with (12) 8/32"" x 1""  and (12) 1-3/4"" breakaway screws.  Polished Chrome Finish.",843512066177,4.00000,24.00000,$14.80,$14.80,$32.89
K3833SBZ-2,"Decorative Hardware",,"2-pack of 3-11/16"" Overall Length Small Cup Cabinet Pulls. Holes are 3"" center-to-center. Packaged with (4) 8/32"" x 1"" and (4) 1-3/4"" breakaway screws. Satin Bronze Finish.",840002556194,4.00000,24.00000,$7.94,$7.94,$17.64
K3833SBZ-6,"Decorative Hardware",,"6-pack of 3-11/16"" Overall Length Small Cup Cabinet Pulls. Holes are 3"" center-to-center. Packaged with  (12) 8/32"" x 1"" and (12) 1-3/4"" breakaway screws. Satin Bronze Finish.",196734012270,4.00000,24.00000,$19.23,$19.23,$42.73
K3833SN-2,"Decorative Hardware",,"2-pack of 3-11/16"" Overall Length Cup Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8/32"" x 1""  and (4) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070198,4.00000,24.00000,$7.27,$7.27,$16.16
K3833SN-6,"Decorative Hardware",,"6-pack of 3-11/16"" Overall Length Cup Pulls.  Holes are 3"" center-to-center.  Packaged with (12) 8/32"" x 1""  and (12) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512066184,4.00000,24.00000,$16.90,$16.90,$37.56
K39496SS-2,"Decorative Hardware",,"2-pack of 154mm Overall Length Cabinet Pulls.  Holes are 96mm center-to-center.  Packaged with (16) 8/32"" x 1""  and (16) 1-3/4"" breakaway.  Stainless Steel Finish.",843512070228,4.00000,24.00000,$7.34,$7.34,$16.31
K39496SS-8,"Decorative Hardware",,"8-pack of 154mm Overall Length Cabinet Pulls.  Holes are 96mm center-to-center.  Packaged with (16) 8/32"" x 1""  and (16) 1-3/4"" breakaway.  Stainless Steel Finish.",843512062995,4.00000,24.00000,$22.37,$22.37,$49.71
K394SS-10,"Decorative Hardware",,"10-pack of 39mm Overall Length Cabinet T-Knob.  Packaged with (10) 8-32 x 1"" and (10) 1-3/4"" breakaway screws.  Stainless Steel Finish.",843512065828,4.00000,24.00000,$16.07,$16.07,$35.71
K394SS-4,"Decorative Hardware",,"4-pack of 39mm Overall Length Cabinet T-Knob.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Stainless Steel Finish.",843512070235,4.00000,24.00000,$9.08,$9.08,$20.18
K4133BORB-2,"Decorative Hardware",,"2-pack of 4-5/8"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512070259,4.00000,24.00000,$5.30,$5.30,$11.78
K4133BORB-8,"Decorative Hardware",,"8-pack of 4-5/8"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (16) 8-32 x 1"" and (16) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512066191,4.00000,24.00000,$15.92,$15.92,$35.38
K4133SN-2,"Decorative Hardware",,"2-pack of 4-5/8"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070242,4.00000,24.00000,$5.30,$5.30,$11.78
K4133SN-8,"Decorative Hardware",,"8-pack of 4-5/8"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (16) 8-32 x 1"" and (16) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512066207,4.00000,24.00000,$15.92,$15.92,$35.38
K413BORB-10,"Decorative Hardware",,"10-pack of 1-1/8"" Diameter Cabinet Knobs. Packaged with (10) 8-32 x 1"" and (10) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512065835,4.00000,24.00000,$14.26,$14.26,$31.69
K413BORB-4,"Decorative Hardware",,"4-pack of 1-1/8"" Diameter Cabinet Knobs. Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512070273,4.00000,24.00000,$7.94,$7.94,$17.64
K413SN-10,"Decorative Hardware",,"10-pack of 1-1/8"" Diameter Cabinet Knobs. Packaged with (10) 8-32 x 1"" and (10) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512065842,4.00000,24.00000,$14.26,$14.26,$31.69
K413SN-4,"Decorative Hardware",,"4-pack of 1-1/8"" Diameter Cabinet Knobs. Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070266,4.00000,24.00000,$7.94,$7.94,$17.64
K4413BORB-2,"Decorative Hardware",,"2-pack of 3-1/2"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512070303,4.00000,24.00000,$6.69,$6.69,$14.87
K4413PC-2,"Decorative Hardware",,"2-pack of 3-1/2"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Polished Chrome Finish.",843512070297,4.00000,24.00000,$6.69,$6.69,$14.87
K4413PC-8,"Decorative Hardware",,"*NRB* 8-pack of 3-1/2"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (16) 8-32 x 1"" and (16) 1-3/4"" breakaway screws.  Polished Chrome Finish.",843512066221,4.00000,24.00000,$22.07,$22.07,$49.04
K4413SN-2,"Decorative Hardware",,"2-pack of 3-1/2"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070280,4.00000,24.00000,$7.65,$7.65,$17.00
K4413SN-8,"Decorative Hardware",,"8-pack of 3-1/2"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (16) 8-32 x 1"" and (16) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512066238,4.00000,24.00000,$25.21,$25.21,$56.02
K441BORB-4,"Decorative Hardware",,"4-pack of 1-1/8"" Diameter Cabinet Knobs.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512070310,4.00000,24.00000,$9.56,$9.56,$21.24
K441PC-10,"Decorative Hardware",,"10-pack of 1-1/8"" Diameter Cabinet Knobs.  Packaged with (10) 8-32 x 1"" and (10) 1-3/4"" breakaway screws.  Polished Chrome Finish.",843512065866,4.00000,24.00000,$18.58,$18.58,$41.29
K441PC-4,"Decorative Hardware",,"4-pack of 1-1/8"" Diameter Cabinet Knobs.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Polished Chrome Finish.",843512070327,4.00000,24.00000,$9.56,$9.56,$21.24
K441SN-10,"Decorative Hardware",,"10-pack of 1-1/8"" Diameter Cabinet Knobs.  Packaged with (10) 8-32 x 1"" and (10) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512065873,4.00000,24.00000,$21.22,$21.22,$47.16
K441SN-4,"Decorative Hardware",,"4-pack of 1-1/8"" Diameter Cabinet Knobs.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070334,4.00000,24.00000,$10.92,$10.92,$24.27
K460BORB-10,"Decorative Hardware",,"10-pack of 1-1/4"" Diameter Cabinet Knobs.  Packaged with (10) 8-32 x 1"" and (10) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512065910,4.00000,24.00000,$19.23,$19.23,$42.73
K460BORB-4,"Decorative Hardware",,"4-pack of 1-1/4"" Diameter Cabinet Knobs.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512070358,4.00000,24.00000,$10.29,$10.29,$22.87
K460SN-10,"Decorative Hardware",,"10-pack of 1-1/4"" Diameter Cabinet Knobs.  Packaged with (10) 8-32 x 1"" and (10) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512065927,4.00000,24.00000,$19.23,$19.23,$42.73
K460SN-4,"Decorative Hardware",,"4-pack of 1-1/4"" Diameter Cabinet Knobs.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070341,4.00000,24.00000,$10.29,$10.29,$22.87
K5123SN-2,"Decorative Hardware",,"2-pack of 4"" Overall Length Cabinet Bar Pulls.  Holes are 3"" center-to-center.  Packaged with (16) 8/32"" x 1"" and (16) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070365,4.00000,24.00000,$7.94,$7.94,$17.64
K5123SN-8,"Decorative Hardware",,"8-pack of 4"" Overall Length Cabinet Bar Pulls.  Holes are 3"" center-to-center.  Packaged with (16) 8/32"" x 1"" and (16) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512062919,4.00000,24.00000,$25.88,$25.88,$57.51
K512SN-10,"Decorative Hardware",,"10-pack of 1"" Diameter Cabinet Knobs.  Packaged with (10) 8/32"" x 1-1/8"" and (10) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512065934,4.00000,24.00000,$20.91,$20.91,$46.47
K512SN-4,"Decorative Hardware",,"4-pack of 1"" Diameter Cabinet Knobs.  Packaged with (10) 8/32"" x 1-1/8"" and (10) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070389,4.00000,24.00000,$10.29,$10.29,$22.87
K591BORB-10,"Decorative Hardware",,"*NRB* 10-pack of 1-1/4"" Diameter Ring Cabinet Knobs.  Packaged with (10) 8/32"" x 1"" and (10) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512065941,4.00000,24.00000,$16.83,$16.83,$37.40
K591BORB-4,"Decorative Hardware",,"4-pack of 1-1/4"" Diameter Ring Cabinet Knobs.  Packaged with (10) 8/32"" x 1"" and (10) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512070402,4.00000,24.00000,$9.00,$9.00,$20.00
K591PC-10,"Decorative Hardware",,"10-pack of 1-1/4"" Diameter Ring Cabinet Knobs.  Packaged with (10) 8/32"" x 1"" and (10) 1-3/4"" breakaway screws.  Polished Chrome Finish.",843512065958,4.00000,24.00000,$16.83,$16.83,$37.40
K591PC-4,"Decorative Hardware",,"4-pack of 1-1/4"" Diameter Ring Cabinet Knobs.  Packaged with (10) 8/32"" x 1"" and (10) 1-3/4"" breakaway screws.  Polished Chrome Finish.",843512070396,4.00000,24.00000,$9.00,$9.00,$20.00
K591SN-10,"Decorative Hardware",,"10-pack of 1-1/4"" Diameter Ring Cabinet Knobs.  Packaged with (10) 8/32"" x 1"" and (10) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512065965,4.00000,24.00000,$19.23,$19.23,$42.73
K591SN-4,"Decorative Hardware",,"4-pack of 1-1/4"" Diameter Ring Cabinet Knobs.  Packaged with (10) 8/32"" x 1"" and (10) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070372,4.00000,24.00000,$10.29,$10.29,$22.87
K6343BORB-2,"Decorative Hardware",,"2-pack of 5-1/8"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512070440,4.00000,24.00000,$6.37,$6.37,$14.16
K6343SN-2,"Decorative Hardware",,"2-pack of 5-1/8"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070433,4.00000,24.00000,$7.27,$7.27,$16.16
K6343SN-8,"Decorative Hardware",,"8-pack of 5-1/8"" Overall Length Cabinet Pulls.  Holes are 3"" center-to-center.  Packaged with (16) 8-32 x 1"" and (16) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512066290,4.00000,24.00000,$23.24,$23.24,$51.64
K634BORB-4,"Decorative Hardware",,"4-pack of 1-1/8"" Diameter Cabinet Knobs.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Oil Rubbed Bronze Finish.",843512070426,4.00000,24.00000,$9.00,$9.00,$20.00
K634SN-10,"Decorative Hardware",,"10-pack of 1-1/8"" Diameter Cabinet Knobs.  Packaged with (10) 8-32 x 1"" and (10) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512065996,4.00000,24.00000,$19.23,$19.23,$42.73
K634SN-4,"Decorative Hardware",,"4-pack of 1-1/8"" Diameter Cabinet Knobs.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Satin Nickel Finish.",843512070419,4.00000,24.00000,$10.29,$10.29,$22.87
K7063BG-2,"Decorative Hardware",,"2-pack of 3-3/8"" Overall Length Square Bar Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Brushed Gold Finish.",196734012362,4.00000,24.00000,$7.67,$7.67,$17.04
K7063BG-8,"Decorative Hardware",,"8-pack of 3-3/8"" Overall Length Square Bar Pulls.  Holes are 3"" center-to-center.  Packaged with (16) 8-32 x 1"" and (16) 1-3/4"" breakaway screws.  Brushed Gold Finish.",196734012195,4.00000,24.00000,$24.09,$24.09,$53.53
K7063MB-2,"Decorative Hardware",,"2-pack of 3-3/8"" Overall Length Square Bar Pulls.  Holes are 3"" center-to-center.  Packaged with (4) 8-32 x 1"" and (4) 1-3/4"" breakaway screws.  Matt Black Finish.",196734012386,4.00000,24.00000,$7.67,$7.67,$17.04
