Product,"Master Class",Collection,Description,"UPC Code","Inner Quantity","Outer Quantity","2026 Broken Carton Price","2026 Full Carton Price","2026 List Price"
DC1ALD,Moulding,,"3-3/4"" x 1"" Crown Moulding with 5/8"" Dentil Species: Alder. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 24 LF (3 sticks).",840002519748,0.00000,24.00000,$20.93,$18.20,$30.34
DC1CH,Moulding,,"*NRB* 3-3/4"" x 1"" Crown Moulding with 5/8"" Dentil Species: Cherry. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 24 LF (3 sticks).",840002519755,0.00000,24.00000,$18.48,$16.07,$26.79
DC1HMP,Moulding,,"3-3/4"" x 1"" Crown Moulding with 5/8"" Dentil Species: Hard Maple. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 24 LF (3 sticks).",843512033292,24.00000,48.00000,$12.64,$10.99,$18.32
DC1OK,Moulding,,"3-3/4"" x 1"" Crown Moulding with 5/8"" Dentil Species: Oak. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 24 LF (3 sticks).",840002519762,0.00000,24.00000,$10.94,$9.51,$15.84
DC1POP,Moulding,,"3-3/4"" x 1"" Crown Moulding with 5/8"" Dentil Species: Poplar. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 24 LF (3 sticks).",843512033483,24.00000,48.00000,$9.36,$8.14,$13.56
DC2ALD,Moulding,,"*NRB* 5-1/2"" x 1-1/4"" Crown Moulding with 1"" Dentil Species: Alder. Priced by the linear foot and sold in 8 ft stick ONLY in multiples of 24 LF (3 sticks).",840002519779,0.00000,24.00000,$26.04,$22.64,$37.73
DC2CH,Moulding,,"*NRB* 5-1/2"" x 1-1/4"" Crown Moulding with 1"" Dentil Species: Cherry. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 24 LF (3 sticks).",840002519786,0.00000,24.00000,$23.76,$20.66,$34.43
DC2HMP,Moulding,,"*NRB* 5-1/2"" x 1-1/4"" Crown Moulding with 1"" Dentil Species: Hard Maple. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 24 LF (3 sticks).",843512044243,0.00000,24.00000,$15.65,$13.61,$22.68
DC2POP,Moulding,,"5-1/2"" x 1-1/4"" Crown Moulding with 1"" Dentil Species: Poplar. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 24 LF (3 sticks).",843512046049,24.00000,48.00000,$16.97,$14.76,$24.60
DEN18HMP,Moulding,,"5/8"" x 1/4"" Dentil with 1/4"" gap and 1/2"" teeth, Species: Hard. Priced by the linear foot and sold by the 8 ft stick. Sold in multiples of 64 LF (8 sticks).",843512024399,0.00000,64.00000,$2.84,$2.47,$4.12
